1427198086.181366,$VNQMR,+0.269219,+0.963060,+0.001680,+0.005750,-01.7690,+01.1173,-03.3766,+00.092,-00.063,+09.685,-00.000685,+00.000540,-00.000229*48
1427198086.199797,$VNQMR,+0.269234,+0.963056,+0.001676,+0.005749,-01.7830,+01.1101,-03.3621,+00.108,-00.067,+09.705,-00.000182,-00.000427,+00.000326*41
1427198086.220578,$VNQMR,+0.269241,+0.963054,+0.001680,+0.005753,-01.7893,+01.1613,-03.3403,+00.104,-00.067,+09.695,-00.000230,+00.000103,-00.002114*40
1427198086.241453,$VNQMR,+0.269262,+0.963048,+0.001675,+0.005764,-01.7752,+01.1684,-03.3327,+00.115,-00.064,+09.681,-00.000077,+00.000762,+00.000207*4C
1427198086.259893,$VNQMR,+0.269276,+0.963044,+0.001680,+0.005757,-01.7903,+01.0956,-03.3843,+00.094,-00.065,+09.675,-00.000347,+00.000328,+00.001105*45
1427198086.280435,$VNQMR,+0.269288,+0.963041,+0.001692,+0.005744,-01.7862,+01.1320,-03.3512,+00.075,-00.054,+09.680,-00.000341,+00.000641,+00.000477*4F
1427198086.301214,$VNQMR,+0.269299,+0.963038,+0.001694,+0.005748,-01.7965,+01.1541,-03.3626,+00.094,-00.075,+09.702,+00.000649,+00.000207,+00.000121*44
1427198086.322050,$VNQMR,+0.269304,+0.963037,+0.001691,+0.005762,-01.7819,+01.1904,-03.3330,+00.098,-00.051,+09.648,-00.000371,-00.000852,+00.000024*43
1427198086.340325,$VNQMR,+0.269311,+0.963035,+0.001699,+0.005754,-01.7899,+01.1175,-03.3623,+00.088,-00.061,+09.706,+00.000096,+00.001230,+00.000411*47
1427198086.361093,$VNQMR,+0.269321,+0.963032,+0.001690,+0.005747,-01.7903,+01.1030,-03.3844,+00.098,-00.046,+09.684,+00.000407,-00.000299,-00.000446*46
1427198086.382136,$VNQMR,+0.269324,+0.963031,+0.001677,+0.005747,-01.7830,+01.1101,-03.3621,+00.102,-00.048,+09.713,+00.000309,+00.000405,+00.000195*44
1427198086.400358,$VNQMR,+0.269338,+0.963027,+0.001678,+0.005755,-01.7754,+01.1465,-03.3327,+00.093,-00.058,+09.714,-00.000160,-00.000500,+00.000961*4E
1427198086.420767,$VNQMR,+0.269349,+0.963024,+0.001678,+0.005754,-01.7793,+01.1246,-03.3511,+00.099,-00.071,+09.674,+00.000784,+00.000794,+00.000192*44
1427198086.441553,$VNQMR,+0.269361,+0.963021,+0.001679,+0.005754,-01.7967,+01.1248,-03.3477,+00.089,-00.065,+09.713,+00.000415,+00.000306,+00.000382*43
1427198086.459880,$VNQMR,+0.269379,+0.963016,+0.001674,+0.005763,-01.7830,+01.1101,-03.3548,+00.109,-00.073,+09.680,+00.000103,-00.001049,+00.000813*4C
1427198086.480590,$VNQMR,+0.269387,+0.963013,+0.001669,+0.005759,-01.7791,+01.1539,-03.3623,+00.080,-00.062,+09.692,-00.000038,+00.000374,+00.000081*4D
1427198086.501559,$VNQMR,+0.269405,+0.963008,+0.001664,+0.005763,-01.7825,+01.1613,-03.3625,+00.092,-00.056,+09.690,+00.001322,-00.001724,+00.000709*4B
1427198086.519882,$VNQMR,+0.269418,+0.963005,+0.001668,+0.005754,-01.7821,+01.1758,-03.3330,+00.085,-00.078,+09.675,+00.000577,+00.000186,+00.000716*48
1427198086.540572,$VNQMR,+0.269432,+0.963001,+0.001674,+0.005759,-01.7757,+01.1319,-03.3474,+00.105,-00.071,+09.661,+00.000439,+00.000763,+00.000212*4E
1427198086.561391,$VNQMR,+0.269439,+0.962999,+0.001671,+0.005761,-01.7829,+01.1174,-03.3548,+00.093,-00.068,+09.685,-00.000633,-00.000067,+00.000116*43
1427198086.579890,$VNQMR,+0.269458,+0.962993,+0.001669,+0.005767,-01.7961,+01.1759,-03.3332,+00.112,-00.078,+09.678,+00.001051,+00.000294,+00.000527*4E
1427198086.600585,$VNQMR,+0.269466,+0.962991,+0.001669,+0.005759,-01.7899,+01.1028,-03.3402,+00.102,-00.061,+09.680,+00.001468,-00.000234,-00.000116*43
1427198086.621392,$VNQMR,+0.269479,+0.962988,+0.001673,+0.005743,-01.7866,+01.1322,-03.3919,+00.089,-00.067,+09.690,-00.000946,-00.000100,+00.000590*40
1427198086.640514,$VNQMR,+0.269497,+0.962983,+0.001671,+0.005742,-01.7831,+01.0954,-03.3474,+00.088,-00.057,+09.684,+00.000516,-00.001543,-00.000332*44
1427198086.660263,$VNQMR,+0.269504,+0.962981,+0.001674,+0.005740,-01.7902,+01.1029,-03.3697,+00.117,-00.084,+09.661,-00.000108,+00.000832,-00.000098*46
1427198086.680616,$VNQMR,+0.269522,+0.962976,+0.001686,+0.005744,-01.7756,+01.1392,-03.3401,+00.109,-00.067,+09.692,-00.001573,+00.000143,-00.001300*49
1427198086.699808,$VNQMR,+0.269548,+0.962968,+0.001698,+0.005744,-01.7970,+01.1250,-03.3774,+00.102,-00.064,+09.683,-00.000674,+00.000935,+00.000162*44
1427198086.720568,$VNQMR,+0.269558,+0.962966,+0.001695,+0.005746,-01.7761,+01.1027,-03.3621,+00.102,-00.037,+09.675,+00.000448,+00.000192,-00.000209*40
1427198086.741443,$VNQMR,+0.269572,+0.962962,+0.001689,+0.005746,-01.7752,+01.1684,-03.3255,+00.107,-00.059,+09.705,+00.001130,-00.000080,+00.000681*4F
1427198086.759925,$VNQMR,+0.269576,+0.962961,+0.001694,+0.005748,-01.7967,+01.1285,-03.3404,+00.091,-00.057,+09.699,-00.000438,+00.001418,+00.000108*4F
1427198086.780490,$VNQMR,+0.269599,+0.962954,+0.001693,+0.005754,-01.7825,+01.1466,-03.3329,+00.107,-00.066,+09.700,+00.000278,-00.000638,+00.001437*40
1427198086.801514,$VNQMR,+0.269618,+0.962949,+0.001686,+0.005749,-01.7757,+01.1392,-03.3475,+00.065,-00.058,+09.724,-00.001331,-00.000571,-00.000802*40
1427198086.822251,$VNQMR,+0.269641,+0.962942,+0.001690,+0.005748,-01.7898,+01.1321,-03.3551,+00.082,-00.060,+09.696,+00.000103,-00.001221,+00.000974*49
1427198086.840550,$VNQMR,+0.269652,+0.962939,+0.001693,+0.005746,-01.8113,+01.1032,-03.3849,+00.102,-00.071,+09.711,+00.000129,-00.000618,+00.000813*4A
1427198086.861462,$VNQMR,+0.269659,+0.962937,+0.001691,+0.005741,-01.7902,+01.1029,-03.3698,+00.107,-00.066,+09.697,+00.000426,+00.000429,+00.000318*45
1427198086.879928,$VNQMR,+0.269660,+0.962937,+0.001693,+0.005733,-01.7968,+01.1175,-03.3331,+00.093,-00.076,+09.684,-00.000223,+00.000201,-00.001239*49
1427198086.900876,$VNQMR,+0.269669,+0.962935,+0.001696,+0.005723,-01.7967,+01.1321,-03.3405,+00.093,-00.072,+09.712,+00.000655,-00.000051,+00.000651*4F
1427198086.920960,$VNQMR,+0.269671,+0.962934,+0.001698,+0.005729,-01.7967,+01.1248,-03.3331,+00.099,-00.068,+09.707,-00.000747,+00.000234,-00.000724*4E
1427198086.941789,$VNQMR,+0.269672,+0.962934,+0.001702,+0.005737,-01.7759,+01.1099,-03.3400,+00.093,-00.067,+09.686,-00.000864,+00.000203,-00.001696*46
1427198086.960322,$VNQMR,+0.268669,+0.963214,+0.001671,+0.005812,-01.7791,+01.1392,-03.3365,+00.033,-00.081,+09.673,-00.000880,-00.000031,-00.181575*40
1427198086.981070,$VNQMR,+0.266743,+0.963749,+0.001675,+0.005825,-01.7972,+01.1030,-03.3700,-00.031,+00.060,+09.703,-00.001824,+00.000290,-00.288755*44
1427198087.001731,$VNQMR,+0.263937,+0.964521,+0.001663,+0.005821,-01.7907,+01.0664,-03.3844,+00.159,-00.096,+09.693,+00.001792,+00.002790,-00.274399*45
1427198087.020075,$VNQMR,+0.261830,+0.965095,+0.001629,+0.005787,-01.7623,+01.1026,-03.3656,+00.056,-00.083,+09.677,+00.004179,+00.003958,-00.186221*43
1427198087.040695,$VNQMR,+0.259958,+0.965602,+0.001604,+0.005748,-01.8116,+01.0739,-03.3775,+00.065,-00.068,+09.658,+00.005718,+00.005913,-00.194149*4A
1427198087.061512,$VNQMR,+0.257697,+0.966208,+0.001597,+0.005718,-01.8189,+01.0301,-03.3626,+00.069,-00.086,+09.675,-00.004613,+00.003914,-00.231398*4A
1427198087.079913,$VNQMR,+0.255494,+0.966792,+0.001617,+0.005737,-01.8045,+01.0738,-03.3626,+00.098,-00.009,+09.688,-00.004381,-00.001910,-00.240022*47
1427198087.100877,$VNQMR,+0.252571,+0.967560,+0.001662,+0.005763,-01.8292,+01.0779,-03.4000,+00.050,+00.030,+09.696,-00.004578,+00.002630,-00.321364*47
1427198087.121828,$VNQMR,+0.249342,+0.968397,+0.001705,+0.005779,-01.8533,+01.0964,-03.3784,+00.027,-00.117,+09.678,-00.005673,+00.000594,-00.332931*4F
1427198087.140222,$VNQMR,+0.245462,+0.969388,+0.001714,+0.005766,-01.8541,+01.0306,-03.3928,+00.108,-00.205,+09.669,-00.002618,+00.001320,-00.428884*49
1427198087.161233,$VNQMR,+0.240572,+0.970613,+0.001732,+0.005756,-01.8546,+01.0051,-03.4112,+00.174,-00.060,+09.710,-00.005616,+00.001759,-00.518242*40
1427198087.182006,$VNQMR,+0.236090,+0.971713,+0.001742,+0.005748,-01.8543,+01.0160,-03.3928,+00.039,-00.017,+09.706,+00.000742,+00.003791,-00.398336*46
1427198087.200465,$VNQMR,+0.232327,+0.972620,+0.001718,+0.005690,-01.8826,+00.9797,-03.3931,+00.040,-00.068,+09.700,-00.002868,+00.004089,-00.440953*45
1427198087.221378,$VNQMR,+0.226474,+0.973999,+0.001790,+0.005730,-01.8900,+00.9579,-03.4079,+00.167,-00.283,+09.684,-00.007878,-00.001758,-00.633293*40
1427198087.239841,$VNQMR,+0.220174,+0.975442,+0.001794,+0.005747,-01.8974,+00.9435,-03.4375,+00.106,-00.212,+09.651,-00.004098,+00.000271,-00.666821*47
1427198087.260375,$VNQMR,+0.213633,+0.976896,+0.001768,+0.005729,-01.9117,+00.9144,-03.4377,-00.086,-00.041,+09.708,-00.000979,+00.002263,-00.686463*42
1427198087.281120,$VNQMR,+0.205617,+0.978614,+0.001750,+0.005704,-01.9398,+00.8634,-03.3936,+00.137,-00.010,+09.701,-00.005934,+00.004941,-00.873949*41
1427198087.300470,$VNQMR,+0.197652,+0.980254,+0.001746,+0.005675,-01.9611,+00.8564,-03.4235,+00.276,+00.079,+09.680,-00.000846,+00.006365,-00.716626*40
1427198087.320584,$VNQMR,+0.190909,+0.981590,+0.001788,+0.005694,-01.9543,+00.8344,-03.4159,-00.046,-00.132,+09.703,-00.008096,-00.001934,-00.666984*4A
1427198087.342084,$VNQMR,+0.184304,+0.982851,+0.001802,+0.005691,-01.9823,+00.8200,-03.4016,+00.215,-00.424,+09.684,-00.003073,+00.004236,-00.687458*44
1427198087.360444,$VNQMR,+0.177163,+0.984163,+0.001842,+0.005701,-01.9827,+00.7908,-03.4125,+00.008,+00.153,+09.721,-00.009731,+00.000323,-00.720338*44
1427198087.381425,$VNQMR,+0.169802,+0.985460,+0.001901,+0.005724,-01.9902,+00.7544,-03.4383,-00.110,-00.076,+09.716,-00.012653,-00.001842,-00.784569*4D
1427198087.402312,$VNQMR,+0.161940,+0.986783,+0.001881,+0.005690,-01.9978,+00.6813,-03.4233,-00.157,-00.367,+09.664,+00.003318,+00.011162,-00.831919*4F
1427198087.420687,$VNQMR,+0.152352,+0.988308,+0.001873,+0.005657,-02.0121,+00.6596,-03.4235,+00.193,-00.283,+09.726,-00.009833,+00.000054,-01.001574*44
1427198087.441637,$VNQMR,+0.141882,+0.989866,+0.001886,+0.005629,-02.0330,+00.6487,-03.4054,+00.249,-00.091,+09.747,-00.001722,+00.008470,-01.080070*40
1427198087.460029,$VNQMR,+0.131281,+0.991328,+0.001854,+0.005582,-02.0409,+00.5794,-03.4236,+00.330,+00.285,+09.713,-00.007234,+00.002731,-01.011744*4D
1427198087.480689,$VNQMR,+0.122598,+0.992439,+0.001865,+0.005599,-02.0546,+00.5795,-03.3943,+00.300,+00.357,+09.684,-00.002320,+00.000553,-00.812492*4C
1427198087.501592,$VNQMR,+0.113767,+0.993490,+0.001828,+0.005604,-02.0696,+00.5103,-03.4349,+00.324,-00.135,+09.698,-00.005407,+00.000076,-00.931438*4C
1427198087.520011,$VNQMR,+0.103335,+0.994629,+0.001886,+0.005666,-02.0838,+00.5069,-03.4536,-00.025,-00.445,+09.655,-00.014075,-00.003274,-01.110748*4D
1427198087.540800,$VNQMR,+0.091827,+0.995757,+0.001978,+0.005729,-02.0979,+00.4630,-03.4167,-00.122,-00.547,+09.647,-00.014413,-00.002008,-01.188227*44
1427198087.561679,$VNQMR,+0.079645,+0.996806,+0.001957,+0.005599,-02.1064,+00.3389,-03.4458,+00.056,-00.148,+09.643,-00.001664,+00.019238,-01.208819*45
1427198087.579942,$VNQMR,+0.069736,+0.997548,+0.001977,+0.005529,-02.1137,+00.3171,-03.4458,+00.026,+00.710,+09.744,-00.014165,+00.002463,-00.859453*4D
1427198087.600679,$VNQMR,+0.062058,+0.998055,+0.002066,+0.005567,-02.1135,+00.3170,-03.4310,+00.124,+00.027,+09.671,-00.007159,-00.001237,-00.799095*42
1427198087.621553,$VNQMR,+0.053049,+0.998574,+0.002050,+0.005573,-02.1358,+00.2150,-03.4605,+00.050,-00.369,+09.695,-00.004767,+00.000580,-01.017147*40
1427198087.639838,$VNQMR,+0.041119,+0.999137,+0.001998,+0.005545,-02.1395,+00.2188,-03.4865,+00.156,-00.517,+09.671,+00.000303,+00.005056,-01.258606*44
1427198087.660722,$VNQMR,+0.027082,+0.999616,+0.001956,+0.005463,-02.1651,+00.1131,-03.4901,+00.623,+00.470,+09.813,-00.011370,+00.011715,-01.387727*44
1427198087.681638,$VNQMR,+0.013374,+0.999893,+0.002047,+0.005500,-02.1656,+00.0619,-03.4898,+00.176,-00.417,+09.690,-00.019073,-00.001392,-01.474259*48
1427198087.700141,$VNQMR,-0.000468,+0.999983,+0.002114,+0.005482,-02.1592,+00.0253,-03.5117,+00.066,+00.371,+09.699,-00.008638,+00.006309,-01.297814*4E
1427198087.720404,$VNQMR,-0.012297,+0.999908,+0.002019,+0.005454,-02.1801,+00.0182,-03.4972,+00.174,-00.105,+09.682,+00.004860,+00.001996,-01.190037*4D
1427198087.741501,$VNQMR,-0.024470,+0.999683,+0.002012,+0.005503,-02.1672,-00.0623,-03.5336,+00.162,+00.062,+09.661,-00.009186,-00.001001,-01.226340*42
1427198087.760004,$VNQMR,-0.037302,+0.999287,+0.002064,+0.005546,-02.1825,-00.1717,-03.5480,-00.000,-00.220,+09.701,-00.010316,+00.002851,-01.309460*47
1427198087.780652,$VNQMR,-0.050629,+0.998701,+0.002070,+0.005442,-02.1866,-00.2081,-03.5775,+00.117,+00.218,+09.748,-00.015467,+00.020490,-01.354653*4B
1427198087.801781,$VNQMR,-0.064582,+0.997896,+0.002030,+0.005310,-02.1768,-00.2446,-03.6140,+00.112,-00.195,+09.642,-00.002120,+00.010178,-01.463109*4C
1427198087.820095,$VNQMR,-0.078396,+0.996906,+0.002103,+0.005342,-02.1851,-00.3615,-03.6284,-00.087,+00.118,+09.647,-00.019171,-00.003840,-01.302072*4E
1427198087.841021,$VNQMR,-0.089811,+0.995942,+0.002177,+0.005375,-02.1957,-00.3613,-03.6508,+00.086,-00.029,+09.677,-00.004768,+00.000688,-01.095575*41
1427198087.861524,$VNQMR,-0.101323,+0.994836,+0.002237,+0.005427,-02.1796,-00.4490,-03.7017,+00.246,-00.054,+09.658,-00.006933,+00.003220,-01.134925*44
1427198087.880789,$VNQMR,-0.113034,+0.993574,+0.002226,+0.005367,-02.1866,-00.4784,-03.6648,+00.185,-00.501,+09.721,-00.005604,+00.013252,-01.224014*45
1427198087.901643,$VNQMR,-0.127330,+0.991844,+0.002190,+0.005308,-02.1810,-00.5733,-03.7159,+00.061,-00.425,+09.741,-00.004067,+00.003025,-01.572777*49
1427198087.921860,$VNQMR,-0.143277,+0.989666,+0.002142,+0.005289,-02.1816,-00.6318,-03.7156,+00.021,-00.343,+09.668,-00.008118,+00.006235,-01.645139*4F
1427198087.940412,$VNQMR,-0.158026,+0.987418,+0.002149,+0.005300,-02.1475,-00.7053,-03.7294,-00.016,-00.211,+09.643,-00.008577,-00.000570,-01.403134*4F
1427198087.960722,$VNQMR,-0.171326,+0.985198,+0.002170,+0.005271,-02.1350,-00.7929,-03.8026,-00.109,+00.079,+09.700,-00.011076,+00.005811,-01.270726*44
1427198087.980710,$VNQMR,-0.183407,+0.983021,+0.002119,+0.005226,-02.1213,-00.8517,-03.7651,-00.073,-00.193,+09.701,-00.007284,+00.006355,-01.245924*40
1427198088.000376,$VNQMR,-0.195977,+0.980593,+0.002174,+0.005112,-02.0862,-00.8521,-03.7497,-00.127,+00.429,+09.711,-00.007714,+00.014308,-01.276584*4F
1427198088.019872,$VNQMR,-0.208307,+0.978048,+0.002116,+0.005051,-02.0671,-00.9984,-03.8003,-00.273,+00.061,+09.693,-00.002493,+00.007306,-01.340795*49
1427198088.039772,$VNQMR,-0.222178,+0.974991,+0.002177,+0.005023,-02.0392,-01.0354,-03.7663,+00.006,+00.559,+09.765,-00.008261,+00.001243,-01.417508*44
1427198088.060746,$VNQMR,-0.235168,+0.971939,+0.002197,+0.005055,-02.0187,-01.0796,-03.7620,+00.101,-00.251,+09.671,-00.007371,+00.002456,-01.340287*40
1427198088.080330,$VNQMR,-0.248072,+0.968726,+0.002193,+0.004977,-01.9841,-01.1532,-03.7241,+00.043,+00.196,+09.752,-00.003559,+00.009531,-01.320406*40
1427198088.100363,$VNQMR,-0.261223,+0.965263,+0.002135,+0.004990,-01.9425,-01.1977,-03.7083,-00.040,+00.396,+09.718,-00.005756,-00.004235,-01.414873*4A
1427198088.119860,$VNQMR,-0.273362,+0.961896,+0.002165,+0.004941,-01.9045,-01.2604,-03.6888,-00.250,+00.245,+09.670,-00.014671,-00.002692,-01.242841*44
1427198088.140797,$VNQMR,-0.284968,+0.958522,+0.002223,+0.004894,-01.8594,-01.2717,-03.7138,+00.139,+00.286,+09.733,-00.010508,+00.010574,-01.085604*46
1427198088.160382,$VNQMR,-0.295683,+0.955271,+0.002173,+0.004834,-01.8460,-01.3304,-03.7132,+00.125,-00.195,+09.644,-00.002502,+00.006113,-01.165893*44
1427198088.180360,$VNQMR,-0.306508,+0.951854,+0.002258,+0.004767,-01.8040,-01.3603,-03.6717,+00.232,+00.452,+09.722,-00.011101,+00.003465,-01.049478*4F
1427198088.200673,$VNQMR,-0.316128,+0.948702,+0.002229,+0.004764,-01.7761,-01.3605,-03.6897,+00.086,+00.293,+09.722,+00.000409,-00.000702,-01.035576*4D
1427198088.220337,$VNQMR,-0.326227,+0.945277,+0.002183,+0.004814,-01.7479,-01.4051,-03.6002,+00.254,+00.034,+09.680,+00.005235,+00.000068,-01.060441*42
1427198088.240612,$VNQMR,-0.335567,+0.942002,+0.002152,+0.004780,-01.7210,-01.4710,-03.6511,+00.150,-00.109,+09.701,-00.007466,+00.004451,-00.960989*4F
1427198088.261527,$VNQMR,-0.344747,+0.938681,+0.002153,+0.004756,-01.6722,-01.4862,-03.6501,+00.329,-00.215,+09.672,-00.003310,+00.003117,-00.964349*4A
1427198088.282304,$VNQMR,-0.353408,+0.935455,+0.002222,+0.004780,-01.6516,-01.5377,-03.6347,+00.149,+00.143,+09.683,-00.009030,-00.004284,-00.888365*41
1427198088.300748,$VNQMR,-0.361828,+0.932230,+0.002254,+0.004778,-01.6164,-01.5309,-03.6120,+00.124,-00.379,+09.650,-00.014462,+00.002639,-00.902396*4B
1427198088.321378,$VNQMR,-0.369336,+0.929281,+0.002254,+0.004768,-01.5922,-01.5641,-03.6076,-00.084,-00.309,+09.647,-00.006973,-00.001007,-00.846838*46
1427198088.340771,$VNQMR,-0.377077,+0.926167,+0.002210,+0.004773,-01.5676,-01.5534,-03.6036,+00.168,+00.117,+09.678,-00.000650,+00.000835,-00.813012*4E
1427198088.360655,$VNQMR,-0.386076,+0.922453,+0.002145,+0.004695,-01.5408,-01.6560,-03.6173,+00.019,-00.223,+09.679,-00.011455,+00.012317,-01.131532*40
1427198088.381435,$VNQMR,-0.395140,+0.918607,+0.002124,+0.004614,-01.4920,-01.6932,-03.6014,-00.231,+00.404,+09.704,-00.001105,+00.006445,-00.811883*46
1427198088.402487,$VNQMR,-0.402341,+0.915476,+0.002100,+0.004596,-01.4637,-01.6643,-03.5937,+00.213,+00.073,+09.706,-00.002408,+00.000918,-00.756147*44
1427198088.420684,$VNQMR,-0.407347,+0.913260,+0.002070,+0.004600,-01.4506,-01.7302,-03.6153,+00.283,-00.093,+09.703,+00.002364,+00.002413,-00.452772*4F
1427198088.441605,$VNQMR,-0.410738,+0.911740,+0.002049,+0.004611,-01.4432,-01.7158,-03.5930,+00.177,+00.244,+09.665,-00.000306,+00.000626,-00.322735*4D
1427198088.460575,$VNQMR,-0.413548,+0.910469,+0.002064,+0.004604,-01.4263,-01.7451,-03.6221,-00.108,-00.126,+09.714,-00.004240,+00.000691,-00.389720*49
1427198088.480446,$VNQMR,-0.418941,+0.908000,+0.002086,+0.004561,-01.4086,-01.7527,-03.5922,-00.355,-00.056,+09.723,-00.003681,+00.008678,-00.696914*40
1427198088.500778,$VNQMR,-0.429068,+0.903259,+0.001962,+0.004426,-01.3665,-01.7680,-03.5544,-00.016,-00.158,+09.700,-00.000473,+00.006908,-01.330335*48
1427198088.521832,$VNQMR,-0.442580,+0.896716,+0.001963,+0.004402,-01.3078,-01.8087,-03.5901,+00.411,+00.055,+09.671,-00.012017,+00.001060,-01.535303*40
1427198088.540143,$VNQMR,-0.453619,+0.891183,+0.002007,+0.004302,-01.2624,-01.8129,-03.5892,-00.061,+00.553,+09.721,-00.005647,+00.002379,-01.095549*49
1427198088.560422,$VNQMR,-0.463041,+0.886324,+0.001990,+0.004297,-01.2210,-01.8792,-03.5807,+00.069,-00.015,+09.703,-00.004621,-00.004376,-01.113257*4E
1427198088.580801,$VNQMR,-0.472595,+0.881267,+0.002002,+0.004378,-01.1864,-01.8942,-03.6022,+00.289,+00.405,+09.698,-00.001521,+00.001281,-00.954343*49
1427198088.600053,$VNQMR,-0.479381,+0.877594,+0.001962,+0.004405,-01.1515,-01.9019,-03.6015,+00.162,-00.303,+09.672,-00.000649,-00.000501,-00.753506*44
1427198088.620340,$VNQMR,-0.488320,+0.872652,+0.001984,+0.004375,-01.1020,-01.9027,-03.5415,+00.184,-00.024,+09.670,-00.020350,+00.004103,-01.160468*45
1427198088.640319,$VNQMR,-0.497435,+0.867488,+0.002016,+0.004342,-01.0601,-01.9178,-03.5332,+00.159,+00.355,+09.716,-00.002689,+00.001456,-00.931418*48
1427198088.660119,$VNQMR,-0.503687,+0.863873,+0.002014,+0.004333,-01.0294,-01.9509,-03.5768,+00.091,-00.083,+09.662,-00.005817,+00.000428,-00.638436*43
1427198088.680791,$VNQMR,-0.506865,+0.862013,+0.002024,+0.004315,-01.0187,-01.9548,-03.5471,+00.109,+00.210,+09.670,-00.002457,-00.000840,-00.192550*43
1427198088.700790,$VNQMR,-0.507152,+0.861844,+0.002028,+0.004319,-01.0251,-01.9183,-03.5252,+00.091,+00.017,+09.677,-00.000583,-00.000719,+00.001030*4F
1427198088.719961,$VNQMR,-0.507165,+0.861836,+0.002035,+0.004321,-01.0121,-01.9914,-03.5542,+00.085,+00.000,+09.689,-00.000374,-00.000101,-00.000729*46
1427198088.740396,$VNQMR,-0.507357,+0.861723,+0.002041,+0.004320,-01.0261,-01.9913,-03.5544,-00.228,+00.036,+09.717,-00.000988,-00.000714,-00.060536*4B
